Data ItemWise Report for - Telangana,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
,21.3,Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.4.1.a,Number of Male children identified with Disease,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.4.1.b,Number of Female children identified with Disease,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.4.2.a,Number of Male children identified with Deficiency,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.4.2.b,Number of Female children identified with Deficiency,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.4.3.a,Number of Male children identified with Developmental delay,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.4.3.b,Number of Female children identified with Developmental delay,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.5.1,Number of Children Managed by Intervention - Medical,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.5.2,Number of Children Managed by Intervention - Surgical,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.5.3,Early intervention at DEIC ( District Early Intervention Centre),TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.1.1.a,Girls (6th -12th class) provided 4 IFA tablets in schools,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.1.1.b,Boys (6th -12th class) provided 4 IFA tablets in schools,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.1.2.a,Girls (6th -12th class) provided albendazole in schools,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.1.2.b,Boys (6th -12th class) provided albendazole in schools,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.1.3,Number of out of school adolscent girls (10-19 years) provided 4 IFA tablets at Anganwadi Centres,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.1.4,Number of out of school adolscent girls (10-19 years) provided albendazole at Anganwadi Centres,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.2.1,Number of adolescent girls provided sanitary napkin packs,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.2.2,Number of sanitary napkin packs sold to adolescent girls,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.2.3,Number of sanitary napkin packs distributed free to ASHA,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,22.2.4,Number of adolescent girls attended monthly meeting,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,23.1,Number of children covered under WIFS JUNIOR (6 - 10 years ) provided 4-5 IFA tablets in schools,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23.2,Number of children (6 - 10 years) provided albendazole in schools,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23.3,Number of out of school children (6-10 years) given 4-5 IFA tablets at Anganwadi Centres,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23.4,Number of out of school children (6-10 years) provided albendazole at Anganwadi Centres,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24.1,Total Maternal Deaths Reviewed (MDR) by CMO,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,24.2,Total Maternal Deaths Reviewed (MDR) by DM,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,24.3,Number of maternal deaths reported through Community based Maternal Death Review (CBMDR),TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.1.1,Number of Pregnant Women provided - Free Medicines under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.1.2,Number of Pregnant Women provided - Free Diet under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.1.3,Number of Pregnant Women provided - Free Diagnostics under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.1.4,Number of Pregnant Women provided - Free Home to facility transport under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.1.5,Number of Pregnant Women provided - Interfacility transfers when needed under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.1.6,Number of Pregnant Women provided - Free Drop Back home under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.2.1,Number of sick infants provided - Free Medicines under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.2.2,Number of sick infants provided - Free Diagnostics under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.2.3,Number of sick infants provided - Free Home to facility transport under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.2.4,Number of sick infants provided - Interfacility transfers when needed under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,25.2.5,Number of sick infants provided - Free Drop Back home under JSSK,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
YADADRI BHONAGIRI,1.1,Total number of pregnant women registered for ANC,TOTAL,1099,1099,,92,1007,1011,1011,,69,942,1218,1218,,72,1146,1092,1092,,90,1002,931,931,,90,841,970,970,,68,902,1146,1146,,65,1081,1312,1312,,64,1248,1165,1165,,70,1095,987,987,,62,925,1486,1486,,68,1418,1252,1252,,64,1188,13669,13669,,874,12795
,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,789,789,,48,741,703,703,,59,644,804,804,,61,743,772,772,,82,690,722,722,,80,642,732,732,,43,689,788,788,,48,740,897,897,,54,843,754,754,,65,689,754,754,,44,710,947,947,,50,897,826,826,,42,784,9488,9488,,676,8812
,1.2.1,Number of PW given TT1,TOTAL,1298,1298,,196,1102,1156,1156,,192,964,1223,1223,,129,1094,1124,1124,,182,942,1123,1123,,142,981,1119,1119,,216,903,1272,1272,,274,998,1297,1297,,178,1119,1097,1097,,131,966,1239,1239,,145,1094,1386,1386,,175,1211,1181,1181,,136,1045,14515,14515,,2096,12419
,1.2.2,Number of PW given TT2,TOTAL,1124,1124,,192,932,1233,1233,,151,1082,1097,1097,,114,983,1227,1227,,203,1024,1114,1114,,198,916,1035,1035,,155,880,1113,1113,,145,968,1165,1165,,147,1018,1274,1274,,176,1098,1190,1190,,205,985,1228,1228,,149,1079,1422,1422,,171,1251,14222,14222,,2006,12216
,1.2.3,Number of PW given TT Booster,TOTAL,365,365,,192,173,251,251,,151,100,438,438,,349,89,320,320,,203,117,218,218,,103,115,288,288,,152,136,231,231,,77,154,243,243,,117,126,319,319,,167,152,381,381,,184,197,546,546,,222,324,385,385,,157,228,3985,3985,,2074,1911
,1.2.4,Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,1061,1061,,224,837,1109,1109,,151,958,1239,1239,,349,890,1095,1095,,203,892,1030,1030,,198,832,1189,1189,,214,975,1130,1130,,134,996,1288,1288,,159,1129,1214,1214,,216,998,1674,1674,,222,1452,1334,1334,,264,1070,1219,1219,,185,1034,14582,14582,,2519,12063
,1.2.5,Number of PW given 360 Calcium tablets,TOTAL,831,831,,224,607,909,909,,94,815,952,952,,286,666,861,861,,203,658,776,776,,139,637,875,875,,214,661,1018,1018,,134,884,952,952,,54,898,1032,1032,,182,850,1529,1529,,191,1338,1360,1360,,264,1096,1158,1158,,185,973,12253,12253,,2170,10083
,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,TOTAL,291,291,,0,291,221,221,,0,221,309,309,,0,309,317,317,,0,317,260,260,,0,260,329,329,,68,261,334,334,,65,269,447,447,,64,383,298,298,,70,228,365,365,,55,310,408,408,,45,363,330,330,,40,290,3909,3909,,407,3502
,1.2.7,Number of PW received 4 or more ANC check ups,TOTAL,1103,1103,,224,879,1067,1067,,141,926,1329,1329,,342,987,1163,1163,,203,960,1075,1075,,198,877,1128,1128,,212,916,1139,1139,,129,1010,1102,1102,,156,946,1151,1151,,216,935,959,959,,125,834,1057,1057,,264,793,1098,1098,,185,913,13371,13371,,2395,10976
,1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,29,29,,5,24,36,36,,4,32,26,26,,6,20,77,77,,0,77,21,21,,3,18,59,59,,4,55,22,22,,6,16,110,110,,9,101,61,61,,5,56,72,72,,4,68,59,59,,5,54,42,42,,8,34,614,614,,59,555
,1.3.1,New cases of PW with hypertension detected,TOTAL,48,48,,12,36,18,18,,8,10,5,5,,4,1,2,2,,0,2,15,15,,13,2,6,6,,0,6,19,19,,4,15,19,19,,4,15,17,17,,0,17,42,42,,6,36,46,46,,0,46,32,32,,0,32,269,269,,51,218
,1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,28,28,,4,24,13,13,,8,5,5,5,,4,1,4,4,,0,4,8,8,,7,1,9,9,,0,9,3,3,,1,2,10,10,,0,10,6,6,,0,6,50,50,,0,50,26,26,,0,26,1,1,,0,1,163,163,,24,139
,1.3.2,Number of Eclampsia cases managed during delivery,TOTAL,0,0,,,0,4,4,,4,0,4,4,,4,0,0,0,,,0,7,7,,7,0,0,0,,,0,4,4,,4,0,0,0,,,0,0,0,,,0,2,2,,0,2,0,0,,0,0,0,0,,0,0,21,21,,19,2
,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,997,997,,3,994,1204,1204,,94,1110,1416,1416,,286,1130,1025,1025,,123,902,961,961,,189,772,1027,1027,,212,815,1070,1070,,86,984,1064,1064,,106,958,986,986,,149,837,1811,1811,,905,906,2303,2303,,1149,1154,1437,1437,,487,950,15301,15301,,3789,11512
,1.4.2,Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,528,528,,40,488,794,794,,94,700,1019,1019,,225,794,728,728,,240,488,448,448,,72,376,454,454,,51,403,416,416,,42,374,583,583,,36,547,519,519,,40,479,1221,1221,,840,381,1876,1876,,1087,789,1030,1030,,410,620,9616,9616,,3177,6439
,1.4.3,Number of PW having Hb level<7 (tested cases),TOTAL,56,56,,23,33,249,249,,211,38,74,74,,23,51,64,64,,30,34,33,33,,0,33,29,29,,21,8,96,96,,3,93,111,111,,20,91,79,79,,24,55,94,94,,28,66,103,103,,6,97,73,73,,31,42,1061,1061,,420,641
,1.4.4,Number of PW having severe anaemia (Hb<7) treated,TOTAL,27,27,,3,24,39,39,,22,17,24,24,,5,19,15,15,,2,13,7,7,,,7,15,15,,5,10,21,21,,0,21,35,35,,12,23,7,7,,0,7,44,44,,0,44,49,49,,22,27,8,8,,0,8,291,291,,71,220
,1.5.1,Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,470,470,,469,1,20,20,,,20,61,61,,,61,348,348,,338,10,13,13,,,13,58,58,,0,58,56,56,,0,56,57,57,,0,57,59,59,,0,59,84,84,,0,84,2,2,,0,2,0,0,,0,0,1228,1228,,807,421
,1.5.2,Number of PW tested positive for GDM,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,10,10,,0,10,0,0,,0,0,0,0,,0,0,10,10,,0,10
,1.5.3,Number of PW given insulin out of total tested positive for GDM,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,12,12,,0,12,3,3,,0,3,0,0,,0,0,15,15,,0,15
,1.6.1.a,Number of PW tested using POC test for Syphilis,TOTAL,17,17,,,17,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,28,28,,,28,26,26,,,26,28,28,,,28,8,8,,,8,0,0,,,0,107,107,,,107
,1.6.1.b,"Out of above, number of PW found sero positive for syphilis",TOTAL,3,3,,,3,13,13,,,13,13,13,,,13,0,0,,,0,0,0,,,0,20,20,,,20,10,10,,,10,0,0,,,0,5,5,,,5,0,0,,,0,6,6,,,6,0,0,,,0,70,70,,,70
,1.6.2.a,Number of pregnant women tested for Syphilis,TOTAL,72,72,,72,0,272,272,,272,0,363,363,,363,0,79,79,,0,79,269,269,,269,0,0,0,,0,0,69,69,,0,69,246,246,,0,246,285,285,,0,285,662,662,,409,253,631,631,,270,361,777,777,,404,373,3725,3725,,2059,1666
,1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,40,40,,0,40,311,311,,269,42,0,0,,0,0,42,42,,0,42,42,42,,0,42,0,0,,0,0,0,0,,0,0,270,270,,270,0,405,405,,404,1,1110,1110,,943,167
,1.6.2.c,Number of syphilis positive pregnant women treated for Syphilis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,6,6,,0,6,0,0,,0,0,0,0,,0,0,6,6,,0,6
,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,12,12,,0,12,12,12,,0,12,11,11,,0,11,5,5,,0,5,0,0,,0,0,16,16,,0,16,1,1,,0,1,13,13,,0,13,4,4,,0,4,19,19,,0,19,12,12,,0,12,6,6,,0,6,111,111,,0,111
,2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,0,0,,0,0,0,0,,0,0,2,2,,0,2,5,5,,0,5,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,4,4,,0,4,8,8,,0,8,1,1,,0,1,3,3,,0,3,23,23,,0,23
,2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,0,0,,0,0,0,0,,0,0,4,4,,0,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,10,10,,0,10,1,1,,0,1,0,0,,0,0,15,15,,0,15
,2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,3,3,,0,3,9,9,,0,9,0,0,,0,0,8,8,,0,8,5,5,,0,5,0,0,,0,0,81,81,,58,23,60,60,,53,7,12,12,,0,12,4,4,,0,4,0,0,,0,0,0,0,,0,0,182,182,,111,71
,2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,1095,721,374,184,911,1176,740,436,176,1000,1186,798,388,198,988,1146,792,354,229,917,1199,846,353,229,970,1401,831,570,266,1135,1164,817,347,326,838,1181,810,371,292,889,975,677,298,218,757,878,619,259,246,632,740,477,263,259,481,857,559,298,231,626,12998,8687,4311,2854,10144
,2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,444,216,228,44,400,647,372,275,137,510,506,254,252,46,460,503,276,227,94,409,434,222,212,61,373,798,433,365,266,532,516,297,219,52,464,446,220,226,73,373,592,413,179,218,374,334,171,163,61,273,289,121,168,55,234,330,136,194,47,283,5839,3131,2708,1154,4685
,2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,420,420,,184,236,265,265,,0,265,286,286,,0,286,260,260,,0,260,303,303,,0,303,548,548,,266,282,493,493,,216,277,245,245,,0,245,236,236,,47,189,411,411,,245,166,312,312,,204,108,309,309,,184,125,4088,4088,,1346,2742
,3.1,Total C -Section deliveries performed,TOTAL,355,209,146,132,223,353,192,161,129,224,445,309,136,152,293,440,313,127,184,256,454,313,141,189,265,533,328,205,217,316,456,328,128,216,240,450,305,145,186,264,395,276,119,171,224,353,257,96,184,169,357,262,95,205,152,203,99,104,14,189,4794,3191,1603,1979,2815
,3.1.1,"C-sections, performed at night (8 PM- 8 AM)",TOTAL,0,0,,0,0,0,0,,0,0,6,6,,0,6,6,6,,6,0,4,4,,4,0,6,6,,6,0,9,9,,7,2,7,7,,7,0,0,0,,0,0,6,6,,2,4,6,6,,4,2,3,3,,0,3,53,53,,36,17
